codigo,titulo,tipo,zona,departamento,municipio,hab,banos,parqueos,m2_constr,unidad_m2,terreno,unidad_terreno,precio,moneda,descripcion,url,imagen,lat,lng,geo_tipo
qc7082,Local en Venta en Zona del Mercado Oriental,Local Comercial,Mercado Oriental,Managua,Managua,,1,2,6.00,Mt²,,,12000.00,USD,Excelente oportunidad para invertir o iniciar tu negocio en una de las zonas comerciales más dinámicas y concurridas de la ciudad. Este local ubicado en el sector de Mercado Oriental ofrece una ubic...,https://www.quierocasa.com/anuncio/qc7082/0/local-en-venta-en-zona-del-mercado-oriental.htm,https://www.quierocasa.com/gallery/qc7082/350/qc7082-3.jpg,12.1485742,-86.2601307,commercial
qc6185,Espectacular Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4,7,515.97,Mt²,"2,700.00",Vrs²,525000.00,USD,"Ubicada en una de las zonas más exclusivas y seguras de Santo Domingo, esta hermosa propiedad de una planta ofrece amplios espacios, confort y una distribución ideal para el disfrute familiar. Con u...",https://www.quierocasa.com/anuncio/qc6185/0/espectacular-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6185/350/qc6185-25.jpg,12.1516383,-86.2663177,administrative
qc7080,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2,2,140.00,Mt²,503.57,Vrs²,140000.00,USD,"Descubre esta hermosa casa ubicada en Carretera a Masaya, dentro del exclusivo Residencial Palmetto, una zona segura, tranquila y de fácil acceso, ideal para disfrutar en familia. La propiedad cue...",https://www.quierocasa.com/anuncio/qc7080/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7080/350/qc7080-9.jpg,12.0777949,-86.2231504,trunk
qc7079,Local en Venta en Altamira,Local Comercial,Altamira,Managua,Managua,,2,5,418.00,Mt²,309.00,Vrs²,295000.00,USD,"Excelente oportunidad de inversión. Se vende amplio local de dos plantas ubicada en Altamira, una de las zonas más céntricas y estratégicas de Managua, ideal para empresas, negocios o inversionist...",https://www.quierocasa.com/anuncio/qc7079/0/local-en-venta-en-altamira.htm,https://www.quierocasa.com/gallery/qc7079/350/qc7079-1.jpg,12.1254717,-86.2541078,bus_stop
qc7062,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2,2,135.00,Mt²,484.00,Vrs²,140000.00,USD,"Descubre esta excelente oportunidad de adquirir tu hogar en una de las zonas de mayor crecimiento y plusvalía de la ciudad. Ubicada en Carretera a Masaya, esta propiedad combina comodidad, funcionali...",https://www.quierocasa.com/anuncio/qc7062/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7062/350/qc7062-1.jpg,12.0777949,-86.2231504,trunk
qc7074,Hermosa Finca en Venta en Carretera Vieja a León,Finca,Carretera Vieja a Leon,Managua,Managua,,,,700.00,Mt²,"17,000.00",Vrs²,450000.00,USD,"Una excelente oportunidad para invertir en una propiedad amplia, funcional y con gran potencial, ubicada en una zona de fácil acceso y rodeada de un ambiente tranquilo y natural. Ideal para uso resid...",https://www.quierocasa.com/anuncio/qc7074/0/hermosa-finca-en-venta-en-carretera-vieja-a-leon.htm,https://www.quierocasa.com/gallery/qc7074/350/qc7074-7.jpg,12.0731952,-86.4953759,trunk
qc6760,Preciosa Casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,3,8,496.00,Mt²,"2,227.10",Vrs²,590000.00,USD,"Descubre esta hermosa casa de dos plantas ubicada en una de las zonas más exclusivas y seguras de Santo Domingo, ideal para quienes buscan comodidad, amplitud y un entorno natural en el hogar. La ...",https://www.quierocasa.com/anuncio/qc6760/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6760/350/qc6760-1.jpg,12.1516383,-86.2663177,administrative
qc2714,Hermosa casa en Santo domingo,Casa,Santo Domingo,Managua,Managua,5,4.5,2,350.00,Mt²,"1,200.00",Vrs²,396000.00,USD,"Descubre esta espectacular residencia ubicada dentro de un condominio exclusivo y seguro en Santo Domingo, ideal para quienes buscan privacidad, tranquilidad y una excelente ubicación. Se encuentra c...",https://www.quierocasa.com/anuncio/qc2714/0/hermosa-casa-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc2714/350/qc2714-8.jpg,12.1516383,-86.2663177,administrative
qc6744,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,3.5,2,280.00,Mt²,,,339000.00,USD,"Vive con comodidad y seguridad en esta hermosa casa de dos plantas, ubicada en una zona de gran plusvalía y fácil acceso. Su diseño combina amplitud, funcionalidad y un ambiente ideal para disfruta...",https://www.quierocasa.com/anuncio/qc6744/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc6744/350/qc6744-13.jpg,12.0777949,-86.2231504,trunk
qc6746,Preciosa casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,2,2.5,2,197.00,Mt²,378.00,Mt²,266000.00,USD,"Vive en Santo Domingo, el lugar que lo tiene todo a tan solo 5 minutos de Galerías, este proyecto exclusivo combina comodidad, naturaleza y un diseño moderno pensado para toda la familia. Aquí disf...",https://www.quierocasa.com/anuncio/qc6746/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6746/350/qc6746-8.jpg,12.1516383,-86.2663177,administrative
qc6745,Preciosa casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,2.5,2,197.00,Mt²,480.43,Vrs²,282000.00,USD,"Ubicado en una de las mejores zonas de Managua, a tan solo 5 minutos de Galerías, este desarrollo residencial ofrece un estilo de vida único, rodeado de naturaleza y con amenidades pensadas para tu ...",https://www.quierocasa.com/anuncio/qc6745/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6745/350/qc6745-8.jpg,12.1516383,-86.2663177,administrative
qc6208,Preciosa casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,3.5,2,264.00,Mt²,787.74,Vrs²,373000.00,USD,"Descubre la experiencia de vivir en un hermosa casa con diseño contemporáneo que se adapta a tus necesidades y estilo de vida, ubicado en una zona privilegiada. A solo minutos de centros comerciales...",https://www.quierocasa.com/anuncio/qc6208/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6208/350/qc6208-1.jpg,12.1516383,-86.2663177,administrative
qc6916,Excelente oportunidad de inversión en Managua,Bodega,Mercado Oriental,Managua,Managua,2,2,5,"2,030.54",Mt²,"2,880.14",Vrs²,937000.00,USD,"Se ofrece en venta amplia bodega ubicada estratégicamente en Managua, desarrollada sobre un terreno de 2,880.14 varas cuadradas y con una construcción total de 2,030.54 metros cuadrados, destacándo...",https://www.quierocasa.com/anuncio/qc6916/0/excelente-oportunidad-de-inversion-en-managua.htm,https://www.quierocasa.com/gallery/qc6916/350/qc6916-17.jpg,12.1485742,-86.2601307,commercial
qc7056,Amplio Terreno en Venta en Carretera a Masaya,Terreno,Carretera a Masaya,Managua,Managua,,,,,,"32,500.00",Vrs²,487500.00,USD,"Excelente oportunidad de inversión en una de las zonas con mayor crecimiento y plusvalía de la ciudad. Este amplio terreno ofrece el espacio ideal para desarrollar proyectos residenciales, comercial...",https://www.quierocasa.com/anuncio/qc7056/0/amplio-terreno-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7056/350/qc7056-3.jpg,12.0777949,-86.2231504,trunk
qc7054,Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,5,2,600.00,Mt²,"1,700.00",Vrs²,750000.00,USD,"Preciosa casa en venta espectacular casa de dos plantas en Santo Domingo, ubicada en una de las zonas más exclusivas, seguras y de mayor plusvalía de Managua. Esta propiedad destaca por sus amplios...",https://www.quierocasa.com/anuncio/qc7054/0/casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7054/350/qc7054-1.jpg,12.1516383,-86.2663177,administrative
qc6168,Preciosa casa en venta en Las colinas,Casa,Las Colinas,Managua,Managua,3,2.5,2,140.00,Mt²,,,145000.00,USD,"Te presentamos una hermosa casa en venta ubicada en Portal de las Colinas, un lugar seguro y tranquilo. Este condominio ofrece la perfecta combinación entre comodidad y acceso a todo lo que necesitas...",https://www.quierocasa.com/anuncio/qc6168/0/preciosa-casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6168/350/qc6168-22.jpg,12.1964007,-86.3692092,village
qc7048,Hermosa Casa en Venta en Villa Fontana,Casa,Villa Fontana,Managua,Managua,4,4,2,400.00,Mt²,"1,000.00",Vrs²,1300000.00,USD,"Descubrí esta espectacular propiedad ubicada en una de las zonas más exclusivas, seguras y de mayor plusvalía. Esta hermosa casa en Villa Fontana combina elegancia, amplitud y funcionalidad, ideal ...",https://www.quierocasa.com/anuncio/qc7048/0/hermosa-casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc7048/350/qc7048-1.jpg,12.1033874,-86.2671277,administrative
qc5570,Precioso terreno en venta en Playa Remanso,Terreno,Remanso,San Juan del Sur,Rivas,,,,,,500.00,Mt²,90000.00,USD,"Playa Remanso es uno de esos destinos escondidos que los turistas se mueren por conocer. Sus olas son excelentes para practicar el surf, y los pobladores de la zona le ayudarán a encontrarle un delic...",https://www.quierocasa.com/anuncio/qc5570/0/precioso-terreno-en-venta-en-playa-remanso.htm,https://www.quierocasa.com/gallery/qc5570/350/qc5570-2.jpg,11.2208117,-85.8477729,beach
qc7046,Preciosa Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4,2,420.00,Mt²,"1,100.00",Vrs²,470000.00,USD,"Descubrí esta espectacular propiedad ubicada en una de las zonas más exclusivas, seguras y de mayor plusvalía. Esta elegante casa en Santo Domingo está diseñada para quienes buscan amplitud, priv...",https://www.quierocasa.com/anuncio/qc7046/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7046/350/qc7046-6.jpg,12.1516383,-86.2663177,administrative
qc4443,Preciosa Casa Amueblada en Venta en San Juan del Sur,Casa,San Juan del Sur,San Juan del Sur,Rivas,3,2,2,129.00,Mt²,350.00,Vrs²,195000.00,USD,"Descubrí el equilibrio perfecto entre confort, estilo y ubicación en esta hermosa casa completamente amueblada, ubicada en Villas de San Juan, a tan solo 2 km de la bahía de San Juan del Sur. Ideal...",https://www.quierocasa.com/anuncio/qc4443/0/preciosa-casa-amueblada-en-venta-en-san-juan-del-sur.htm,https://www.quierocasa.com/gallery/qc4443/350/qc4443-5.jpg,11.2542297,-85.8722797,administrative
qc5835,Descubre el Refugio de tus Sueños,Casa,San Juan del Sur,San Juan del Sur,Rivas,4,3.5,2,,,,,240000.00,USD,"Te presentamos esta impresionante residencia, un verdadero santuario de modernidad y elegancia, diseñada meticulosamente para quienes buscan no solo una casa, sino una experiencia de vida superior. ...",https://www.quierocasa.com/anuncio/qc5835/0/descubre-el-refugio-de-tus-suenos.htm,https://www.quierocasa.com/gallery/qc5835/350/qc5835-56.jpg,11.2542297,-85.8722797,administrative
qc1149,casa en venta en Las Cumbres: ¡Una oportunidad única!,Casa,Las Cumbres,Managua,Managua,3,2.5,2,,,,,270000.00,USD,"Hermosa casa de una planta en venta dentro de condominio seguro, centrico y silenicioso de facil acceso cerca de supermercados, escuelas, hospitales, bancos y estaciones de servicio. La casa posee ter...",https://www.quierocasa.com/anuncio/qc1149/0/casa-en-venta-en-las-cumbres-una-oportunidad-unica.htm,https://www.quierocasa.com/gallery/qc1149/350/qc1149-29.jpg,12.0993011,-86.2569419,administrative
qc7035,Hermosa Casa en Venta en Las Colinas,Casa,Las Colinas,Managua,Managua,4,4,2,300.00,Mt²,850.00,Vrs²,258000.00,USD,"Descubrí el hogar ideal para tu familia en una de las zonas más exclusivas, seguras y de mayor plusvalía. Esta espectacular propiedad de dos plantas combina amplitud, elegancia y funcionalidad en c...",https://www.quierocasa.com/anuncio/qc7035/0/hermosa-casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc7035/350/qc7035-4.jpg,12.1964007,-86.3692092,village
qc7032,Preciosa residencia en venta en Las Colinas,Casa,Las Colinas,Managua,Managua,4,4.5,2,,,,,650000.00,USD,"Hermosa casa en venta ubicada en Las Colinas, una de las zonas más exclusivas, seguras y de mayor plusvalía, ideal para familias grandes o ejecutivos que buscan confort, privacidad y espacios bien d...",https://www.quierocasa.com/anuncio/qc7032/0/preciosa-residencia-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc7032/350/qc7032-1.jpg,12.1964007,-86.3692092,village
qc6935,Casa en Venta en Las Colinas,Casa,Las Colinas,Managua,Managua,4,3.5,2,,,,,350000.00,USD,"Hermosa casa en venta ubicada en Las Colinas, una de las zonas más exclusivas, seguras y de mayor plusvalía, ideal para familias que buscan comodidad, amplitud y una excelente ubicación. La prop...",https://www.quierocasa.com/anuncio/qc6935/0/casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6935/350/qc6935-2.jpg,12.1964007,-86.3692092,village
qc3696,Terreno en venta en Las colinas,Terreno,Las Colinas,Managua,Managua,,,,,,"16,411.00",Vrs²,574385.00,USD,"Hermoso terreno en venta ubicado en las Colinas Sur, zona centrica, segura, silenciosa y de facil acceso, cerca de centros comerciales, gasolineras, escuelas y hopitales.",https://www.quierocasa.com/anuncio/qc3696/0/terreno-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc3696/350/qc3696-10.jpg,12.1964007,-86.3692092,village
qc6705,Casa en Venta en Masaya,Casa,Masaya,Masaya,Masaya,3,2,1,112.00,Mt²,334.31,Vrs²,109110.34,USD,"¡Encuentra tu hogar ideal en Masaya! Esta acogedora casa ofrece comodidad, funcionalidad y espacios bien distribuidos, perfecta para familias que buscan tranquilidad y seguridad. - Sala - Co...",https://www.quierocasa.com/anuncio/qc6705/0/casa-en-venta-en-masaya.htm,https://www.quierocasa.com/gallery/qc6705/350/qc6705-1.jpg,11.9736474,-86.0960547,administrative
qc6704,Hermosa Casa en Venta en Masaya,Casa,Masaya,Masaya,Masaya,3,2,1,104.26,Mt²,342.16,Vrs²,103653.79,USD,"¡Haz realidad el sueño de tener tu propio hogar en Masaya! Esta acogedora casa combina comodidad, funcionalidad y una excelente ubicación, ideal para familias que buscan un espacio seguro y confort...",https://www.quierocasa.com/anuncio/qc6704/0/hermosa-casa-en-venta-en-masaya.htm,https://www.quierocasa.com/gallery/qc6704/350/qc6704-1.jpg,11.9736474,-86.0960547,administrative
qc6703,Bonita Casa en Venta en Masaya,Casa,Masaya,Masaya,Masaya,3,2,1,102.19,Mt²,334.31,Vrs²,101850.94,USD,"¡Tu nuevo hogar te espera en una zona tranquila y accesible de Masaya! Esta acogedora casa combina comodidad, funcionalidad y espacios bien distribuidos para toda la familia. - Sala - Comedor...",https://www.quierocasa.com/anuncio/qc6703/0/bonita-casa-en-venta-en-masaya.htm,https://www.quierocasa.com/gallery/qc6703/350/qc6703-1.jpg,11.9736474,-86.0960547,administrative
qc6702,Casa en Venta en Masaya,Casa,Masaya,Masaya,Masaya,3,2,1,86.58,Mt²,342.15,Vrs²,90540.99,USD,"¡Encuentra tu nuevo hogar en una ubicación cómoda y accesible! Esta acogedora casa en Masaya está diseñada para ofrecer confort, funcionalidad y espacios prácticos para toda la familia. - Sa...",https://www.quierocasa.com/anuncio/qc6702/0/casa-en-venta-en-masaya.htm,https://www.quierocasa.com/gallery/qc6702/350/qc6702-3.jpg,11.9736474,-86.0960547,administrative
qc7028,Amplio Terreno en Venta en Santo Domingo,Terreno,Santo Domingo,Managua,Managua,,,,,,"1,700.00",Vrs²,212500.00,USD,"Excelente oportunidad de inversión. Se vende amplio terreno ubicado en Santo Domingo, una de las zonas residenciales más exclusivas, tranquilas y de mayor plusvalía de Managua. Su ubicación privil...",https://www.quierocasa.com/anuncio/qc7028/0/amplio-terreno-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7028/350/qc7028-1.jpg,12.1516383,-86.2663177,administrative
qc2076,Venta de casa en Lomas de San Angel,Casa,Lomas de San Angel,Managua,Managua,4,3,3,,,,,235000.00,USD,"Se venta hermosa casa ubicada en lomas de san Angel, casa esquinera estilo 2 pisos, consta de 4 dormitorios, 3 baños completos. Cuarto de empleada con baño, Garaje doble, sala, antesala, comedor, co...",https://www.quierocasa.com/anuncio/qc2076/0/venta-de-casa-en-lomas-de-san-angel.htm,https://www.quierocasa.com/gallery/qc2076/350/qc2076-18.jpg,12.1137458,-86.2794201,administrative
qc7021,Bodega en Venta en Altamira,Bodega,Altamira,Managua,Managua,,2,5,418.00,Mt²,309.00,Vrs²,295000.00,USD,"Excelente oportunidad de inversión. Se vende amplia bodega de dos plantas ubicada en Altamira, una de las zonas más céntricas y estratégicas de Managua, ideal para empresas, negocios o inversionis...",https://www.quierocasa.com/anuncio/qc7021/0/bodega-en-venta-en-altamira.htm,https://www.quierocasa.com/gallery/qc7021/350/qc7021-1.jpg,12.1254717,-86.2541078,bus_stop
qc7018,Terreno en Venta en Carretera Norte,Terreno,Carretera Norte,Managua,Managua,,,,,,"38,875.00",Vrs²,3887536.00,USD,"Excelente oportunidad de inversión. Se vende amplio terreno ubicado en Carretera Norte, una de las zonas más estratégicas y de mayor movimiento comercial e industrial de Managua. Su ubicación priv...",https://www.quierocasa.com/anuncio/qc7018/0/terreno-en-venta-en-carretera-norte.htm,https://www.quierocasa.com/gallery/qc7018/350/qc7018-1.jpg,12.1478489,-86.1952672,trunk
qc7017,Venta de Terreno en Pista Suburbana,Terreno,Pista Sub Urbana,Managua,Managua,,,,,,"59,454.00",Vrs²,3567240.00,USD,"Excelente oportunidad de inversión. Se vende amplio terreno ubicado sobre la Pista Suburbana, una de las vías más importantes y de mayor circulación en Managua, con fácil acceso a diferentes punt...",https://www.quierocasa.com/anuncio/qc7017/0/venta-de-terreno-en-pista-suburbana.htm,https://www.quierocasa.com/gallery/qc7017/350/qc7017-1.jpg,12.1092791,-86.2792096,tertiary
