titulo,precio,tamano_lote,tipo_unidad_lote,source,localizacion,coordenadas,enlace,barrio_colonia,municipio_ciudad,departamento_provincia
"Managua, NIC, Managua, Managua, NIC",163000,1391,SQ_MT,kwnicaragua.com,Si,"12.0895505,-86.2484418",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1665713914023616,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",163920,1445,SQ_MT,kwnicaragua.com,Si,"12.091697050767204,-86.22433290555725",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1620842696562112,Santa María,Managua,Managua
"Managua, NIC, Managua, Managua 14100",675000,2500,SQ_MT,kwnicaragua.com,Si,"12.087443697063737,-86.24780936176917",https://kwnicaragua.kw.com/property/Managua-Managua-14100/1986666828905664,El mirador Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",220000,586.5,SQ_MT,kwnicaragua.com,Si,"12.119986283835528,-86.26449420739193",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1909528387710720,Las Acacias 1,Managua,Managua
"Villa Fontana Sur, NIC, Villa Fontana Sur, Managua, NIC",87500,1763,SQ_MT,kwnicaragua.com,Si,"12.055903652774507,-86.26525432614304",https://kwnicaragua.kw.com/property/Villa-Fontana-Sur-Managua-NIC/1827085018694016,Sector Sur Jocote Dulce,Managua,Managua
"Managua, NIC, Urbanización Palma Real Lote 5, bloque A #Comarca Los Zambranos, 5 km al sur de Tipitapa , Managua, Tipitapa, NIC",41000,180,SQ_MT,kwnicaragua.com,Si,"12.1149926,-86.2361744",https://kwnicaragua.kw.com/property/Urbanizacin-Palma-Real-Lote-5-bloque-A-Comarca-Los-Zambranos-5-km-al-sur-de-Tipitapa-Managua-Tipitapa-NIC/1960921836914432,Olof Palme,Managua,Managua
"Masaya, NIC, Quinta Productiva - Comarca Los Cocos, Rancho SAMA, 500 metros al Norte #Carretera Circunvalación El Coyotepe, Masaya, Masaya, NIC",450000,35200,SQ_MT,kwnicaragua.com,Si,"11.9733183,-86.0858483",https://kwnicaragua.kw.com/property/Quinta-Productiva-Comarca-Los-Cocos-Rancho-SAMA-500-metros-al-Norte-Carretera-Circunvalacin-El-Coyotepe-Masaya-Masaya-NIC/1873431750958912,Barrio Las Malvinas,Masaya,Masaya
"Managua, NIC, Carretera Norte #Bo Santa Rosa, del Puente desnivel, 1 C al Oeste, 1/2 C Sur, Managua, MN  11095",220000,705,SQ_MT,kwnicaragua.com,Si,"12.149891128693254,-86.22535485152589",https://kwnicaragua.kw.com/property/Carretera-Norte-Bo-Santa-Rosa-del-Puente-desnivel-1-C-al-Oeste-12-C-Sur-Managua-MN-11095/1988133778972352,Santa Rosa,Managua,Managua
"Managua, Nicaragua",242000,4161,SQ_MT,kwnicaragua.com,Si,"12.101914,-86.324999",https://kwnicaragua.kw.com/property/1894664709182848,El sosiego,Managua,Managua
"Managua, NIC, Managua, Carretera Sur Managua, NIC",177950,2057.31,SQ_MT,kwnicaragua.com,Si,"12.068811114156818,-86.31639732310339",https://kwnicaragua.kw.com/property/Managua-Carretera-Sur-Managua-NIC/1975828120505152,,El Crucero,Managua
"Masaya, NIC, Masaya, Nindiri 42300",65000,14102.71,SQ_MT,kwnicaragua.com,Si,"12.0032692,-86.12067329999999",https://kwnicaragua.kw.com/property/Masaya-Nindiri-42300/1995534725698240,,Nindirí,Masaya
"Managua, NIC, Managua, Managua, NIC",300000,38236.32,SQ_MT,kwnicaragua.com,Si,"12.056609903624759,-86.22876380635986",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1946394074035904,Urbanización Xochitlán,Managua,Managua
"mateares, NIC, mateares, managua 15500",40000,,,kwnicaragua.com,Si,"12.0646481,-86.4723111",https://kwnicaragua.kw.com/property/mateares-managua-15500/2008632615564584,Los Cedros,Los Cedros,Managua
"Managua, NIC, Residencial Palmetto, Managua, managua, NIC",125000,276.04,SQ_MT,kwnicaragua.com,Si,"12.0219541698079,-86.17328982215842",https://kwnicaragua.kw.com/property/Residencial-Palmetto-Managua-managua-NIC/1998006088752832,,Nindirí,Masaya
"Managua, NIC, Managua, Managua, NIC",138000,224,SQ_MT,kwnicaragua.com,Si,"12.121666390263277,-86.2502699505838",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1994354397340672,Bosques de Altamira,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",130000,5276.38,SQ_MT,kwnicaragua.com,Si,"12.0867549,-86.188172",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1990724561465024,La Toscana,Managua,Managua
"Managua, NIC, Managua, MN, NIC",295000,672.1,SQ_MT,kwnicaragua.com,Si,"12.1133132,-86.3158422",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2005403199201888,San Patricio,Managua,Managua
"Managua, NIC",36000,,,kwnicaragua.com,Si,"12.1104872,-86.3518146",https://kwnicaragua.kw.com/property/1910589943209344,,Managua,Managua
"Managua, NIC, #Raspados Loli 100 m al Sur, 100 m al Este, Managua, Managua 13008",50000,149,SQ_MT,kwnicaragua.com,Si,"12.122202,-86.295197",https://kwnicaragua.kw.com/property/Raspados-Loli-100-m-al-Sur-100-m-al-Este-Managua-Managua-13008/1948573273021184,San Judas,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",101494,1431.09,SQ_MT,kwnicaragua.com,Si,"12.0964352,-86.2349044",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1910236095719232,Las Colinas Sur,Managua,Managua
"Esteli, NIC, #Esteli, Esteli, Esteli, NIC",126760,117635,SQ_MT,kwnicaragua.com,Si,"13.1148435,-86.32880279999999",https://kwnicaragua.kw.com/property/Esteli-Esteli-Esteli-NIC/2011197823956738,San Pedro,Estelí,Estelí
"Managua, NIC, Managua, Managua 10000",320000,153.3,SQ_MT,kwnicaragua.com,Si,"12.138784563561158,-86.2233263928332",https://kwnicaragua.kw.com/property/Managua-Managua-10000/2013226995061034,Villa Progreso,Managua,Managua
"San Juan Del Sur, NIC, San Juan Del Sur, Rivas , NIC",250000,182.87,SQ_MT,kwnicaragua.com,Si,"11.254305216405092,-85.87076602655685",https://kwnicaragua.kw.com/property/San-Juan-Del-Sur-Rivas-NIC/2006455990931754,San Juan del Sur,San Juan del Sur,Rivas
"El sauce, NIC, #Lote #63, El sauce, León 31000",10000,282.55,SQ_MT,kwnicaragua.com,Si,"12.8834358,-86.5425921",https://kwnicaragua.kw.com/property/Lote-63-El-sauce-Len-31000/2005486675821876,Azul y Blanco,El Sauce,León
"El sauce, NIC, #Lote#6, El sauce, León, NIC",11300,319.01,SQ_MT,kwnicaragua.com,Si,"12.8834358,-86.5425921",https://kwnicaragua.kw.com/property/Lote6-El-sauce-Len-NIC/2005749519532316,Azul y Blanco,El Sauce,León
"El sauce, NIC, #Lote #62, El sauce, León 31000",10125,285.69,SQ_MT,kwnicaragua.com,Si,"12.8834358,-86.5425921",https://kwnicaragua.kw.com/property/Lote-62-El-sauce-Len-31000/2005494325219612,Azul y Blanco,El Sauce,León
"Ticuantepe, NIC, Ticuantepe, Managua, NIC",134883,296,SQ_MT,kwnicaragua.com,Si,"12.045729786200493,-86.21141626523439",https://kwnicaragua.kw.com/property/Ticuantepe-Managua-NIC/1984559964821120,Las Rosaledas,Ticuantepe,Managua
"Ticuantepe, NIC, Ticuantepe, Managua, NIC",122596,296,SQ_MT,kwnicaragua.com,Si,"12.045541047730245,-86.21107817453073",https://kwnicaragua.kw.com/property/Ticuantepe-Managua-NIC/1985638325422976,Las Rosaledas,Ticuantepe,Managua
"Ticuantepe, NIC, Ticuantepe, Managua, NIC",112221,296,SQ_MT,kwnicaragua.com,Si,"12.045560497531575,-86.21133043454591",https://kwnicaragua.kw.com/property/Ticuantepe-Managua-NIC/1984556309505600,Las Rosaledas,Ticuantepe,Managua
"Ticuantepe, NIC, Ticuantepe, Managua 16300",92000,1978.02,SQ_MT,kwnicaragua.com,Si,"12.0218954,-86.2044135",https://kwnicaragua.kw.com/property/Ticuantepe-Managua-16300/1999488781361664,Barrio Benjamín Zeledón,Ticuantepe,Managua
"Ticuantepe, NIC, Ticuantepe, Managua, NIC",102118,296,SQ_MT,kwnicaragua.com,Si,"12.045523242941067,-86.21106189343946",https://kwnicaragua.kw.com/property/Ticuantepe-Managua-NIC/1984549702487744,Las Rosaledas,Ticuantepe,Managua
"Managua, NIC, #Reparto Santa Isabel, Managua, Managua 13102",299000,846.02,SQ_MT,kwnicaragua.com,Si,"12.088523719704028,-86.33210963258412",https://kwnicaragua.kw.com/property/Reparto-Santa-Isabel-Managua-Managua-13102/1966251951989376,Comarca Jinotepe,Managua,Managua
"Nindiri, NIC, Km. 19.2 carretera Managua a Masaya El Raizón, Nindiri, Masaya, NIC",95000,3467,SQ_MT,kwnicaragua.com,Si,"12.021652330590845,-86.16828262008254",https://kwnicaragua.kw.com/property/Km-192-carretera-Managua-a-Masaya-El-Raizn-Nindiri-Masaya-NIC/1686235203539456,,Nindirí,Masaya
"Managua, NIC, Managua, Managua 10000",150000,390,SQ_MT,kwnicaragua.com,Si,"12.039194,-86.1926569",https://kwnicaragua.kw.com/property/Managua-Managua-10000/2009324951781674,Los Almendros,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",380000,735.93,SQ_MT,kwnicaragua.com,Si,"12.148414133641829,-86.25733637280057",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1974683709922112,Planta Eléctrica de Managua,Managua,Managua
"Esquipulas, NIC, Calle Esquipulas #Costado Este Del cementerio de Esquipulas, Esquipulas, MN 14283",80000,3173,SQ_MT,kwnicaragua.com,Si,"12.069654542604939,-86.21399874908212",https://kwnicaragua.kw.com/property/Calle-Esquipulas-Costado-Este-Del-cementerio-de-Esquipulas-Esquipulas-MN-14283/2011457499526912,Campo Bello,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",170000,388,SQ_MT,kwnicaragua.com,Si,"12.0953964,-86.21985289999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2003648386901120,Santa María,Managua,Managua
"MANAGUA, NIC, BARRIO CAMPO BRUCE, ANTIGUO CINE SALINAS, 6 CUADRAS AL OESTE #DEL CALVARIO .300 METROS OESTE, MANAGUA, MANAGUA, MERCADO ORIENTAL, MANAGUA 11101",20000,62,SQ_MT,kwnicaragua.com,Si,"12.1485585,-86.2596058",https://kwnicaragua.kw.com/property/BARRIO-CAMPO-BRUCE-ANTIGUO-CINE-SALINAS-6-CUADRAS-AL-OESTE-DEL-CALVARIO-300-METROS-OESTE-MANAGUA-MANAGUA-MERCADO-ORIENTAL-MANAGUA-11101/1952749874954880,Planta Eléctrica de Managua,Managua,Managua
"Nindirí, NIC, Nindirí, Masaya, NIC",215000,17528.02,SQ_MT,kwnicaragua.com,Si,"12.070129613145333,-86.10224446721192",https://kwnicaragua.kw.com/property/Nindir-Masaya-NIC/1993553615240064,Guanacastillo,Masaya,Masaya
"Managua, NIC, Camino del RIO #Bo camino del rio cerca de las jaguitas , Managua, MN, NIC",23000,845.42,SQ_MT,kwnicaragua.com,Si,"12.1149926,-86.2361744",https://kwnicaragua.kw.com/property/Camino-del-RIO-Bo-camino-del-rio-cerca-de-las-jaguitas-Managua-MN-NIC/2010886393668916,Olof Palme,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",270000,397.9,SQ_MT,kwnicaragua.com,Si,"12.113704,-86.315965",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2005484806220280,San Patricio,Managua,Managua
"Managua , NIC, Managua , Managua , NIC",222000,602.6,SQ_MT,kwnicaragua.com,Si,"12.0539176,-86.174858",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1989858818202816,Lotificación Marbella,Nindirí,Masaya
"Ri, NIC, Ri, San Juan del Sur  48600",598000,1595.08,SQ_MT,kwnicaragua.com,Si,"11.2628847,-85.8774069",https://kwnicaragua.kw.com/property/Ri-San-Juan-del-Sur-48600/2013197425721632,Los Miradores,San Juan del Sur,Rivas
"Granada, NIC, Entrada Residencial Santa Fe, Carretera Granada a Nandaime #Casa 13, Granada, Granada, NIC",165000,291.8,SQ_MT,kwnicaragua.com,Si,"11.91814551731932,-85.96891901985168",https://kwnicaragua.kw.com/property/Entrada-Residencial-Santa-Fe-Carretera-Granada-a-Nandaime-Casa-13-Granada-Granada-NIC/2012921202434346,Santa Julia,Granada,Granada
"MANAGUA, NIC, #KM.14 CARRETERA A MASAYA , MANAGUA, MANAGUA  00000",150000,362.95,SQ_MT,kwnicaragua.com,Si,"12.0637704,-86.18691570000001",https://kwnicaragua.kw.com/property/KM14-CARRETERA-A-MASAYA-MANAGUA-MANAGUA-00000/1983161345856512,Planes de Veracruz,Nindirí,Masaya
"Managua, NIC, Managua, San Rafael del Sur, NIC",79000,1203.7,SQ_MT,kwnicaragua.com,Si,"11.7874103,-86.5141817",https://kwnicaragua.kw.com/property/Managua-San-Rafael-del-Sur-NIC/2000480284737280,Masachapa,Masachapa,Managua
"Managua, NIC, Managua, San Rafael del Sur, NIC",75000,1068,SQ_MT,kwnicaragua.com,Si,"11.7874103,-86.5141817",https://kwnicaragua.kw.com/property/Managua-San-Rafael-del-Sur-NIC/2000476068580928,Masachapa,Masachapa,Managua
"Managua, NIC, Residencial Lomas de Monserrat, Managua, Managua, NIC",189000,282.46,SQ_MT,kwnicaragua.com,Si,"12.1159073,-86.2777512",https://kwnicaragua.kw.com/property/Residencial-Lomas-de-Monserrat-Managua-Managua-NIC/1974292500239808,Lomas de Monserrat,Managua,Managua
"Managua, NIC, Reparto Serranías #Supermercado La Colonia, serranias 1 c al sur, 2c al norte., Managua, Managua, NIC",385000,400,SQ_MT,kwnicaragua.com,Si,"12.070211158471144,-86.32472698341766",https://kwnicaragua.kw.com/property/Reparto-Serranas-Supermercado-La-Colonia-serranias-1-c-al-sur-2c-al-norte-Managua-Managua-NIC/1953872988214848,Colonia Becklin,El Crucero,Managua
"Managua , NIC, Managua , Managua, NIC",645000,941.25,SQ_MT,kwnicaragua.com,Si,"12.0568167,-86.2511549",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1994091390647360,Balcones de Santo Domingo,Managua,Managua
"Ticuantepe, NIC, Ticuantepe, MN, NIC",90000,516.23,SQ_MT,kwnicaragua.com,Si,"12.0349486,-86.2099263",https://kwnicaragua.kw.com/property/Ticuantepe-MN-NIC/1995862218212992,Buenos Aires,Ticuantepe,Managua
"León, Nicaragua, NIC, La Estacion  La Estacion  #Barrio San Juan , León, Nicaragua, León , NIC",73500,147.35,SQ_MT,kwnicaragua.com,Si,"12.440273175825986,-86.87301171475829",https://kwnicaragua.kw.com/property/La-Estacion-La-Estacion-Barrio-San-Juan-Len-Nicaragua-Len-NIC/2000972008928128,Barrio El Coyolar,León,León
"Masaya, NIC, Masaya, Masaya, NIC",52700,2052.45,SQ_MT,kwnicaragua.com,Si,"11.9775371,-86.0961725",https://kwnicaragua.kw.com/property/Masaya-Masaya-NIC/2003710612211008,La Reforma 2,Masaya,Masaya
"Ciudad Europea, Veracruz, NIC, Ciudad Europea, Veracruz, Ciudad Europea, Veracruz, Veracruz, Nindirí, NIC",31046,304,SQ_MT,kwnicaragua.com,Si,"12.07212370616049,-86.1793171179016",https://kwnicaragua.kw.com/property/Ciudad-Europea-Veracruz-Ciudad-Europea-Veracruz-Veracruz-Nindir-NIC/1964479169037888,Veracruz,Nindirí,Masaya
"Managua, NIC, #Residencial Bello Horizonte 1ra etapa, Managua, Managua, NIC",95000,276.75,SQ_MT,kwnicaragua.com,Si,"12.1448974,-86.2323641",https://kwnicaragua.kw.com/property/Residencial-Bello-Horizonte-1ra-etapa-Managua-Managua-NIC/1980667267624448,Bello Horizonte 4,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",140000,185.2,SQ_MT,kwnicaragua.com,Si,"12.115181127464382,-86.25267490531006",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2000592862529344,Grenada,Managua,Managua
"Managua, NIC, Managua, MN, NIC",42000,252.57,SQ_MT,kwnicaragua.com,Si,"12.0978431,-86.2496908",https://kwnicaragua.kw.com/property/Managua-MN-NIC/1943850995943104,Sector Sur Cruz Del Paraíso,Managua,Managua
"Managua, NIC, Iglesia Católica 1.5 km Sur, Managua, Managua 14255",44000,887.32,SQ_MT,kwnicaragua.com,Si,"12.058075686295176,-86.2602624261895",https://kwnicaragua.kw.com/property/Iglesia-Catlica-15-km-Sur-Managua-Managua-14255/1907405628591808,Sector Sur San Isidro de la Cruz Verde,Managua,Managua
"Managua, NIC, Carretera a Masaya, Managua, MN, NIC",325000,1889.32,SQ_MT,kwnicaragua.com,Si,"12.1090148,-86.2513121",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-Managua-MN-NIC/1961568046027392,Barrio 22 de Enero,Managua,Managua
"Managua, NIC, Managua, Managua 14222",1790000,112676,SQ_MT,kwnicaragua.com,Si,"12.0741316,-86.1792702",https://kwnicaragua.kw.com/property/Managua-Managua-14222/2005436057835548,Veracruz,Nindirí,Masaya
"managua, NIC, # Terreno Jardines de Santo Domingo , managua, Santo domingo 56800",70140,824.49,SQ_MT,kwnicaragua.com,Si,"12.0610625,-86.2488125",https://kwnicaragua.kw.com/property/-Terreno-Jardines-de-Santo-Domingo-managua-Santo-domingo-56800/1993817174768384,Jardines de Santo Domingo,Managua,Managua
"Granada, NIC, Granada, Granada, NIC",225000,360.99,SQ_MT,kwnicaragua.com,Si,"11.933326659872153,-85.95261707368013",https://kwnicaragua.kw.com/property/Granada-Granada-NIC/1928387825978176,Reparto Guzmán,Granada,Granada
"Managua, NIC, Managua, Managua, NIC",305000,565.69,SQ_FT,kwnicaragua.com,Si,"12.141047249106029,-86.27532781265869",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1964441706008576,Bologna,Managua,Managua
"Las Colinas , NIC, Las Colinas , Managua, NIC",,2330,SQ_MT,kwnicaragua.com,Si,"12.097763193791573,-86.2356278095093",https://kwnicaragua.kw.com/property/Las-Colinas-Managua-NIC/1910589972565824,Las Colinas Sur,Managua,Managua
"Nindirí, NIC, Nindirí, Managua, NIC",260000,1712.26,SQ_MT,kwnicaragua.com,Si,"12.0421188,-86.190817",https://kwnicaragua.kw.com/property/Nindir-Managua-NIC/2011876820342530,,Ticuantepe,Managua
"Nindiri, NIC, Nindiri, Masaya, NIC",31500,743.74,SQ_MT,kwnicaragua.com,Si,"12.0032692,-86.12067329999999",https://kwnicaragua.kw.com/property/Nindiri-Masaya-NIC/2011778608031016,,Nindirí,Masaya
"Matagalpa, NIC, Matagalpa, Matagalpa, NIC",3000000,18752,SQ_MT,kwnicaragua.com,Si,"12.9434432,-85.9083747",https://kwnicaragua.kw.com/property/Matagalpa-Matagalpa-NIC/2011598346465564,Santa Natalia,Matagalpa,Matagalpa
"Managua, NIC, Calle 2, Managua, Managua, NIC",145000,140.19,SQ_MT,kwnicaragua.com,Si,"12.14578870570031,-86.22561393439331",https://kwnicaragua.kw.com/property/Calle-2-Managua-Managua-NIC/1981338490920768,Condominios Nuevo Horizonte,Managua,Managua
"Masaya, NIC, Masaya, Nindirí, NIC",96500,281.92,SQ_MT,kwnicaragua.com,Si,"12.0707153,-86.1783547",https://kwnicaragua.kw.com/property/Masaya-Nindir-NIC/1974213410149952,Residencial Ciudad Real,Nindirí,Masaya
"MANAGUA, NIC, CIUDAD JARDIN CIUDAD JARDIN #CIUDAD JARDIN, MANAGUA, CIUDAD JARDIN 11108",750000,300,SQ_MT,kwnicaragua.com,Si,"12.143778206684477,-86.25595024104851",https://kwnicaragua.kw.com/property/CIUDAD-JARDIN-CIUDAD-JARDIN-CIUDAD-JARDIN-MANAGUA-CIUDAD-JARDIN-11108/1954449588523584,El Anzuelo,Managua,Managua
"Managua, Nicaragua, Managua, Managua, Nicaragua",900000,10591.124,SQ_MT,kwnicaragua.com,Si,"12.043227834276923,-86.19115312470852",https://kwnicaragua.kw.com/property/Managua-Managua-Nicaragua/1921933796057024,Residencial Villa Franca,Nindirí,Masaya
"Masaya, NIC, Masaya, Masaya Masaya",89500,1941.89,ACRES,kwnicaragua.com,Si,"12.0475598,-86.10137209999999",https://kwnicaragua.kw.com/property/Masaya-Masaya-Masaya/1981428312534656,Guanacastillo,Masaya,Masaya
"Managua, NIC, Managua, Managua, NIC",56000,211.68,SQ_MT,kwnicaragua.com,Si,"12.1394581,-86.20606690000001",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1993530578657664,Los Méndez,Managua,Managua
"San Juan del Sur, NIC, Lote 6B, San Juan del Sur, Rivas 23473",95000,700,SQ_MT,kwnicaragua.com,Si,"11.24697693103254,-85.87433832305",https://kwnicaragua.kw.com/property/Lote-6B-San-Juan-del-Sur-Rivas-23473/1960888915624512,San Juan del Sur,San Juan del Sur,Rivas
"Nindirí, NIC, Km 32 Carretera Nindirí - Sabana Grande, Nindirí, Masaya 42200",186200,13219.32,SQ_MT,kwnicaragua.com,Si,"12.008075527275967,-86.11234772321777",https://kwnicaragua.kw.com/property/Km-32-Carretera-Nindir-Sabana-Grande-Nindir-Masaya-42200/1868476675515136,,Nindirí,Masaya
"Managua, NIC, Managua, Managua, NIC",95000,368.09,SQ_MT,kwnicaragua.com,Si,"12.1304172,-86.29614839999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1973265507188544,Andrés Castro,Managua,Managua
"Ciudad Sandino, NIC, #Carretera Nueva a León Km 19, Ciudad Sandino, Managua, NIC",71000,51,SQ_MT,kwnicaragua.com,Si,"12.1990363,-86.38645120000001",https://kwnicaragua.kw.com/property/Carretera-Nueva-a-Len-Km-19-Ciudad-Sandino-Managua-NIC/2011468893798698,Ciudad el Doral,Ciudad El Doral,Managua
"Carazo, NIC, 54.5 Jinotepe #Jinotepe Nandaime, Carazo, Carazo 45000",16000,697.95,SQ_FT,kwnicaragua.com,Si,"11.849805,-86.19967059999999",https://kwnicaragua.kw.com/property/545-Jinotepe-Jinotepe-Nandaime-Carazo-Carazo-45000/2011464055284364,Pilas Grandes,Jinotepe,Carazo
"Managua, NIC, Carretera Norte, Managua, MN, NIC",184950,419.2,SQ_MT,kwnicaragua.com,Si,"12.153805023147926,-86.23258757093308",https://kwnicaragua.kw.com/property/Carretera-Norte-Managua-MN-NIC/1974282741846656,Domitila Lugo 1 (Santa Clara),Managua,Managua
"Managua, NIC, Managua, MN, NIC",153500,490,SQ_MT,kwnicaragua.com,Si,"12.104487345868165,-86.33226728027344",https://kwnicaragua.kw.com/property/Managua-MN-NIC/1998498154422912,Comarca Nejapa,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",335000,474.14,SQ_MT,kwnicaragua.com,Si,"12.0786879,-86.2406194",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2010414893842732,Estancia de Santo Domingo 2° etapa,Managua,Managua
"Diriamba, NIC, Diriamba, Carazo, NIC",541000,,,kwnicaragua.com,Si,"11.8586314,-86.2412543",https://kwnicaragua.kw.com/property/Diriamba-Carazo-NIC/1916610146506816,Diriamba,Diriamba,Carazo
"managua, NIC, managua, managua, NIC",337400,27128.48,SQ_MT,kwnicaragua.com,Si,"12.0863907,-86.3290377",https://kwnicaragua.kw.com/property/managua-managua-NIC/2011064580751648,El sosiego,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",320000,1739,SQ_MT,kwnicaragua.com,Si,"12.124886,-86.28921439999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1620842575169664,La Esperanza,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",80000,187.55,SQ_MT,kwnicaragua.com,Si,"12.113334902235936,-86.25009998465576",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1885110507986944,Grenada,Managua,Managua
"Masaya, NIC",65000,141,SQ_MT,kwnicaragua.com,Si,"11.9828355,-86.0811773",https://kwnicaragua.kw.com/property/1786018757801088,Villa 10 de Mayo,Masaya,Masaya
"Managua, NIC, Carretera Sur Vía Panamericana, Managua, Managua 110055",,615.47,SQ_MT,kwnicaragua.com,Si,"12.1161419,-86.3154843",https://kwnicaragua.kw.com/property/Carretera-Sur-Va-Panamericana-Managua-Managua-110055/2009293009110318,San Patricio,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",110000,950.37,SQ_MT,kwnicaragua.com,Si,"12.060431345672518,-86.19423454875857",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1926529716798080,,Nindirí,Masaya
"Managua, NIC, km13 Carretera Sur Vía Panamericana, Managua, Managua 11005",14000,349.2,SQ_MT,kwnicaragua.com,Si,"12.1133132,-86.3158422",https://kwnicaragua.kw.com/property/km13-Carretera-Sur-Va-Panamericana-Managua-Managua-11005/2009292047413548,San Patricio,Managua,Managua
"Managua, NIC, Carretera Sur Vía Panamericana, Managua, managua 11005",19908,497.58,SQ_MT,kwnicaragua.com,Si,"12.1133132,-86.3158422",https://kwnicaragua.kw.com/property/Carretera-Sur-Va-Panamericana-Managua-managua-11005/2009289926612738,San Patricio,Managua,Managua
"Managua, NIC, km13 Carretera Sur Vía Panamericana, Managua, Managua 11005",17948,448.76,SQ_MT,kwnicaragua.com,Si,"12.1133132,-86.3158422",https://kwnicaragua.kw.com/property/km13-Carretera-Sur-Va-Panamericana-Managua-Managua-11005/2009288137195818,San Patricio,Managua,Managua
"Managua, NIC, km13 Carretera Sur Vía Panamericana, Managua, managua 11005",29036,726.46,SQ_MT,kwnicaragua.com,Si,"12.1133132,-86.3158422",https://kwnicaragua.kw.com/property/km13-Carretera-Sur-Va-Panamericana-Managua-managua-11005/2009283300779308,San Patricio,Managua,Managua
"Managua, NIC, Managua, managua 11005",23856,595.53,SQ_MT,kwnicaragua.com,Si,"12.1133132,-86.3158422",https://kwnicaragua.kw.com/property/Managua-managua-11005/2009280690112540,San Patricio,Managua,Managua
"Managua, NIC, Comarca Cuajachillo, Managua, Managua, NIC",37839,3334.59,SQ_MT,kwnicaragua.com,Si,"12.109443238990373,-86.39737743577999",https://kwnicaragua.kw.com/property/Comarca-Cuajachillo-Managua-Managua-NIC/1999053617751424,,Ciudad Sandino,Managua
"Managua , NIC, Barrio Lomas De Guadalupe, Managua Lote 5, Managua , Managua, NIC",36000,138.75,SQ_MT,kwnicaragua.com,Si,"12.110965570495312,-86.19507740240384",https://kwnicaragua.kw.com/property/Barrio-Lomas-De-Guadalupe-Managua-Lote-5-Managua-Managua-NIC/2009745301979744,Lomas de Guadalupe,Managua,Managua
"Managua, NIC, Managua, Managua 10000",75000,2521.87,SQ_MT,kwnicaragua.com,Si,"12.075150317699304,-86.32530829575015",https://kwnicaragua.kw.com/property/Managua-Managua-10000/2009295702872348,Las Jinotepes,Managua,Managua
"Managua, NIC, #Masaya, comarca las Cortezas , Managua, Managua 11001",120000,19400,SQ_MT,kwnicaragua.com,Si,"12.079130227677876,-86.01928341800426",https://kwnicaragua.kw.com/property/Masaya-comarca-las-Cortezas-Managua-Managua-11001/1987003372551872,Tisma,Tisma,Masaya
"Masaya, NIC, Masaya, Nindiri, NIC",190000,1256.6,SQ_MT,kwnicaragua.com,Si,"11.9973982,-86.1093349",https://kwnicaragua.kw.com/property/Masaya-Nindiri-NIC/2011103749744384,,Nindirí,Masaya
"Matagalpa, NIC, Matagalpa, Matagalpa , NIC",670000,246754,SQ_MT,kwnicaragua.com,Si,"12.9290069,-85.9151211",https://kwnicaragua.kw.com/property/Matagalpa-Matagalpa-NIC/1987038415880000,Matagalpa,Matagalpa,Matagalpa
